case_id,case_type,image_modality,image_path,document_path,model1_output_path,model2_output_path,model3_output_path,embedding_path,status,error_message,runtime_seconds
main_prescription_020,prescription_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305687753_790356602093235_8406010995424440899_n.jpg,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_020\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_prescription_020\model3_output.json,,success,,0.297
main_lab_001,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\BLR-0425-PA-0041660_KAUSHAL REPORTS_27-04-2025_0924-48_AM.pdf_page_11.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_001\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_001\model3_output.json,,success,,0.556
main_lab_002,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0055458_Q-SARLAKUMAR202630001compressed_250428_1149@F.pdf_page_33.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_002\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_002\model3_output.json,,success,,0.488
main_lab_003,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0048851_Q-FINAL0001_250422_1251@F.pdf_page_47.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_003\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_003\model3_output.json,,success,,0.34
main_lab_004,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\PUN-0425-PA-0011414_Lab Report_27-04-2025_0949-24_PM@F.pdf_page_10.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_004\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_004\model3_output.json,,success,,0.479
main_lab_005,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0056519_discharge virendra_11zon_28-04-2025_1132-57_AM@G.pdf_page_13.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_005\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_005\model3_output.json,,success,,0.601
main_lab_006,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0056422_CASHLESS CLAIM FILE GAURAB PATHAK_0001_compressed_27-04-2025_0804-45_PM@E.pdf_page_37.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_006\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_006\model3_output.json,,success,,0.35
main_lab_007,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0051725_Q-DEVKI19.04.20250001compressed_250427_1059@F.pdf_page_47.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_007\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_007\model3_output.json,,success,,0.377
main_lab_008,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0055868_F-DOCUMENTAMRITPAL_250423_1639@G.pdf_page_19.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_008\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_008\model3_output.json,,success,,0.719
main_lab_009,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\CHE-0425-PA-0014385_E-INDOORCASEPAPER_250428_1152@E.pdf_page_31.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_009\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_009\model3_output.json,,success,,0.352
main_lab_010,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0057918_F-KYC_PC_KARUNA_1_250427_1321@G.pdf_page_41.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_010\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_010\model3_output.json,,success,,0.505
main_lab_011,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\BLR-0425-PA-0041313_F-sudhirpreauth_250424_1309@G.pdf_page_14.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_011\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_011\model3_output.json,,success,,0.57
main_lab_012,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\BLR-0425-PA-0040301_Q-Report3_250422_1436@F.pdf_page_2.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_012\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_012\model3_output.json,,success,,0.508
main_lab_013,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0057256_E-LABREPORTS_250427_1425@E.pdf_page_1.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_013\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_013\model3_output.json,,success,,0.414
main_lab_014,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\DEL-0425-PA-0052259_qqrr_27-04-2025_0524-02_PM@G.pdf_page_26.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_014\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_014\model3_output.json,,success,,0.501
main_lab_015,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\JPR-0425-PA-0005062_Q-reports_250427_1123@F.pdf_page_3.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_015\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_015\model3_output.json,,success,,0.479
main_lab_016,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0048512_Q-POOJA4759000111zon_250424_1524@F.pdf_page_43.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_016\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_016\model3_output.json,,success,,0.698
main_lab_017,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\DEL-0425-PA-0052368_F-1745820554223RANPALSINGHKUNTALPREUATH_250428_1146@G.pdf_page_23.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_017\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_017\model3_output.json,,success,,0.544
main_lab_018,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\BLR-0425-PA-0042494_Malathi_Sudheendra_LAB_26-04-2025_0923-40_PM@G.pdf_page_4.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_018\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_018\model3_output.json,,success,,0.471
main_lab_019,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0052234_Q-REPORTS_250422_1655@F.pdf_page_19.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_019\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_019\model3_output.json,,success,,0.518
main_lab_020,lab_doc_only,,,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0045348_Q-FINALBILLWITHDISCHARGEDOCUMENTS_250411_1130@F.pdf_page_87.png,,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_020\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_lab_020\model3_output.json,,success,,0.682
main_fusion_brain_001,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\meningioma\Tr-me_381.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\screencapture\307547366_622464496047160_6953521958229904387_n.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_001\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_001\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_001\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_001\main_fusion_brain_001_brain_mri_embedding.npy,success,,0.66
main_fusion_brain_002,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\notumor\Tr-no_465.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\BLR-0425-PA-0041660_KAUSHAL REPORTS_27-04-2025_0924-48_AM.pdf_page_11.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_002\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_002\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_002\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_002\main_fusion_brain_002_brain_mri_embedding.npy,success,,0.742
main_fusion_brain_003,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\pituitary\Tr-pi_669.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\306014035_1264198467686524_6522188173724354873_n (1).jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_003\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_003\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_003\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_003\main_fusion_brain_003_brain_mri_embedding.npy,success,,0.583
main_fusion_brain_004,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\glioma\Tr-gl_989.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0055458_Q-SARLAKUMAR202630001compressed_250428_1149@F.pdf_page_33.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_004\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_004\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_004\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_004\main_fusion_brain_004_brain_mri_embedding.npy,success,,0.672
main_fusion_brain_005,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Testing\pituitary\Te-pi_218.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305411489_632498158220592_9215244969560779035_n.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_005\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_005\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_005\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_005\main_fusion_brain_005_brain_mri_embedding.npy,success,,0.745
main_fusion_brain_006,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\meningioma\Tr-aug-me_38.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0048851_Q-FINAL0001_250422_1251@F.pdf_page_47.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_006\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_006\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_006\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_006\main_fusion_brain_006_brain_mri_embedding.npy,success,,0.514
main_fusion_brain_007,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\glioma\Tr-gl_918.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\mixed\305975182_1145789669351141_6573088440914248894_n.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_007\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_007\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_007\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_007\main_fusion_brain_007_brain_mri_embedding.npy,success,,0.638
main_fusion_brain_008,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\glioma\Tr-gl_1102.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\PUN-0425-PA-0011414_Lab Report_27-04-2025_0949-24_PM@F.pdf_page_10.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_008\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_008\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_008\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_008\main_fusion_brain_008_brain_mri_embedding.npy,success,,0.651
main_fusion_brain_009,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\notumor\Tr-no_72.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\54.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_009\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_009\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_009\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_009\main_fusion_brain_009_brain_mri_embedding.npy,success,,0.341
main_fusion_brain_010,brain_fusion,brain_mri,C:\Users\T2520824\thesis_multimodal_ai\data\images\brain_mri\Training\glioma\Tr-gl_267.jpg,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0056519_discharge virendra_11zon_28-04-2025_1132-57_AM@G.pdf_page_13.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_010\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_010\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_010\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_brain_010\main_fusion_brain_010_brain_mri_embedding.npy,success,,0.776
main_fusion_xray_001,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_010\images\00022956_000.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\screencapture\307547366_622464496047160_6953521958229904387_n.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_001\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_001\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_001\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_001\main_fusion_xray_001_xray_embedding.npy,success,,0.89
main_fusion_xray_002,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_010\images\00022245_011.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\BLR-0425-PA-0041660_KAUSHAL REPORTS_27-04-2025_0924-48_AM.pdf_page_11.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_002\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_002\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_002\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_002\main_fusion_xray_002_xray_embedding.npy,success,,0.979
main_fusion_xray_003,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_009\images\00020939_000.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\306014035_1264198467686524_6522188173724354873_n (1).jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_003\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_003\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_003\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_003\main_fusion_xray_003_xray_embedding.npy,success,,0.962
main_fusion_xray_004,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_002\images\00002437_013.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0055458_Q-SARLAKUMAR202630001compressed_250428_1149@F.pdf_page_33.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_004\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_004\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_004\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_004\main_fusion_xray_004_xray_embedding.npy,success,,0.934
main_fusion_xray_005,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_009\images\00019613_001.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\printed\305411489_632498158220592_9215244969560779035_n.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_005\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_005\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_005\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_005\main_fusion_xray_005_xray_embedding.npy,success,,1.0
main_fusion_xray_006,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_009\images\00020437_013.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0048851_Q-FINAL0001_250422_1251@F.pdf_page_47.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_006\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_006\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_006\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_006\main_fusion_xray_006_xray_embedding.npy,success,,0.748
main_fusion_xray_007,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_003\images\00005953_000.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_3_prescription_dataset\mixed\305975182_1145789669351141_6573088440914248894_n.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_007\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_007\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_007\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_007\main_fusion_xray_007_xray_embedding.npy,success,,0.888
main_fusion_xray_008,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_008\images\00017236_092.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\PUN-0425-PA-0011414_Lab Report_27-04-2025_0949-24_PM@F.pdf_page_10.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_008\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_008\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_008\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_008\main_fusion_xray_008_xray_embedding.npy,success,,0.893
main_fusion_xray_009,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_011\images\00025127_000.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\prescriptions\archive_2_prescription_pages\54.jpg,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_009\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_009\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_009\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_009\main_fusion_xray_009_xray_embedding.npy,success,,0.582
main_fusion_xray_010,xray_fusion,xray,C:\Users\T2520824\thesis_multimodal_ai\data\images\xray\images_004\images\00008393_000.png,C:\Users\T2520824\thesis_multimodal_ai\data\documents\lab_reports\lbmaske\GUR-0425-PA-0056519_discharge virendra_11zon_28-04-2025_1132-57_AM@G.pdf_page_13.png,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_010\model1_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_010\model2_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_010\model3_output.json,C:\Users\T2520824\thesis_multimodal_ai\outputs\final_run_100_tuned_v2\main_fusion_xray_010\main_fusion_xray_010_xray_embedding.npy,success,,1.02
